regions,departements,communes,district_dr,villages,id_men,culture_label,culture,superficie,production_kg,appreciation,principal_prod,principal_prod_other,transformer_production,type_transformation,type_transformation_other,destination_prod
Thiès,Tivaouane,PEKESSE,-,Thieye Thieye,5,Arachide,Arachide,2,312,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Mbacké,DAROU SALAM TYP,-,MBELOGNE,6,Mil,Mil,1,300,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Diourbel,Mbacké,DAROU SALAM TYP,-,MBELOGNE,6,Arachide,Arachide,1,200,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Thiès,Thiès,DIENDER GUEDJI,-,Thor,7,Bissap,Bissap,1,200,Un peu plus faible,Insectes,,Non,,,
Thiès,Mbour,N!GUENIENE,-,Fadial serrere,8,Mil,Mil,2,935,La même,,,Non,,,
Thiès,Mbour,N!GUENIENE,-,Fadial serrere,8,Arachide,Arachide,2.6,1100,Un peu plus élevée,,,Non,,,
Sédhiou,Sédhiou,SAKAR,-,Darou Minam,9,Mil,Mil,6.000000000000001,8000,Beaucoup plus élevée,,,Oui la moitié de la production,Brisure,,Autoconsommation & Vente
Sédhiou,Sédhiou,SAKAR,-,Darou Minam,9,Mais,Mais,2,4000,Beaucoup plus élevée,,,Oui la moitié de la production,Brisure,,Autoconsommation & Vente
Sédhiou,Sédhiou,SAKAR,-,Darou Minam,9,Arachide,Arachide,6.000000000000001,7000,Beaucoup plus élevée,,,Oui la moitié de la production,Brisure,,Autoconsommation & Vente
Louga,Linguère,AFFE DJOLOFF,-,Tirnguel,10,Mil,Mil,.5,100,Beaucoup plus faible,Beaucoup de pluies,,Non,,,
Louga,Linguère,AFFE DJOLOFF,-,Tirnguel,10,Niébé,Niébé,.5,50,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Linguère,AFFE DJOLOFF,-,Tirnguel,10,Arachide,Arachide,.5,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Ziguinchor,Bignona,KATABA I,-,Touba,11,Mil,Mil,1.5,1100,Un peu plus élevée,,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Kolda,MAMPATIM,-,Mampatim,12,Sorgho,Sorgho,2.5,1200,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Kolda,MAMPATIM,-,Mampatim,12,Mais,Mais,1,0,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Kolda,MAMPATIM,-,Mampatim,12,Riz,Riz,.12,50,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Brisure,,Autoconsommation
Kolda,Kolda,MAMPATIM,-,Mampatim,12,Arachide,Arachide,3.5,2200,La même,,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kolda,Médina Yoro Foula,NIAMING,-,Warbe  sounkarou,13,Mil,Mil,.6933,500,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Médina Yoro Foula,NIAMING,-,Warbe  sounkarou,13,Sorgho,Sorgho,1.4046,1000,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Médina Yoro Foula,NIAMING,-,Warbe  sounkarou,13,Arachide,Arachide,.9500000000000001,700,Beaucoup plus faible,Peu de pluies,,Non,,,
Dakar,Rufisque,BAMBYLOR,-,Bambilor,14,Menthe,Menthe,.25,500,La même,,,Non,,,
Kaolack,Kaolack,NDIEDIENG,-,Keur  goumb,15,Mil,Mil,4,2500,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaolack,Kaolack,NDIEDIENG,-,Keur  goumb,15,Arachide,Arachide,4,500,Beaucoup plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kaffrine,Kaffrine,KAHI,-,Sagnol,16,Mil,Mil,3,1000,La même,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Kaffrine,KAHI,-,Sagnol,16,Arachide,Arachide,2,1200,La même,,,Non,,,
Kaffrine,Kaffrine,KAHI,-,Sagnol,16,Pastèque,Pastèque,2,12000,La même,,,Non,,,
Sédhiou,Sédhiou,SANSAMBA,-,Bantagnima,17,Arachide,Arachide,2,1440,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Kédougou,Salemata,ETHIOLO,-,Ebarack,18,Mais,Mais,.25,100,Un peu plus faible,Beaucoup de pluies,,Oui moins de la moitié de la production,other,Batre avec  la mai,Autoconsommation
Kolda,Velingara,KANDIAYE,-,Kankėlėfa,19,Sorgho,Sorgho,1.5,850,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,KANDIAYE,-,Kankėlėfa,19,Mais,Mais,3,2275,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,KANDIAYE,-,Kankėlėfa,19,Arachide,Arachide,3.5,3250,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Tambacounda,Bakel,GABOU,-,Gethie,20,Mil,Mil,.16,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Kolda,GUIRO YERO BOCAR,-,Sinthiang Diouma,21,Mais,Mais,1.5518,1950,La même,,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Kolda,GUIRO YERO BOCAR,-,Sinthiang Diouma,21,Arachide,Arachide,.038,16,Un peu plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation & Vente
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,22,Mil,Mil,2,800,Un peu plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,22,Niébé,Niébé,1,150,Un peu plus faible,Insectes,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,22,Arachide,Arachide,2,750,Un peu plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Maka fall,22,Manioc,Manioc,2,8000,La même,,,Non,,,
Matam,Kanel,ORKADIERE,-,Horndolde,23,Sorgho,Sorgho,.3088,50,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Médina Yoro Foula,BOUROUCO,-,Sare moussa loum,24,Mil,Mil,.89063,750,Un peu plus élevée,,,Non,,,
Kolda,Médina Yoro Foula,BOUROUCO,-,Sare moussa loum,24,Mais,Mais,.73741,600,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Médina Yoro Foula,BOUROUCO,-,Sare moussa loum,24,Arachide,Arachide,3.07252,1600,Un peu plus élevée,,,Non,,,
Louga,Kébémer,THIOLOM FALL,-,Medoune  ndiaye  b,25,Arachide,Arachide,3,200,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Médina Yoro Foula,NDORNA,-,Soboulde,26,Riz,Riz,1,150,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Médina Yoro Foula,NDORNA,-,Soboulde,26,Arachide,Arachide,1,600,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Diourbel,Mbacké,DENDEYE GOUYE GUI,-,Dendeye,27,Mil,Mil,2,280,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Mbacké,DENDEYE GOUYE GUI,-,Dendeye,27,Arachide,Arachide,3,400,Beaucoup plus faible,Perte de fertilité du sol,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Diourbel,N!GOHE,-,Somb,28,Mil,Mil,1,700,Un peu plus faible,Perte de fertilité du sol,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Diourbel,Diourbel,N!GOHE,-,Somb,28,Niébé,Niébé,1,80,Un peu plus faible,Insectes,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Diourbel,Diourbel,N!GOHE,-,Somb,28,Arachide,Arachide,1,500,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,Décorticage,,Autoconsommation & Vente
Diourbel,Mbacké,TOUBA M!BOUL,-,Touba mboul,29,Mil,Mil,4,1367,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Mbacké,TOUBA M!BOUL,-,Touba mboul,29,Niébé,Niébé,3,300,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Mbacké,TOUBA M!BOUL,-,Touba mboul,29,Arachide,Arachide,3,120,Beaucoup plus faible,other,Non germination,Non,,,
Kolda,Médina Yoro Foula,NDORNA,-,Deleko pathe,30,Mil,Mil,.5,350,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kolda,Médina Yoro Foula,NDORNA,-,Deleko pathe,30,Riz,Riz,.5,140,Beaucoup plus faible,Peu de pluies,,Non,,,
Kolda,Médina Yoro Foula,NDORNA,-,Deleko pathe,30,Arachide,Arachide,1,2250,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Kolda,Velingara,MEDINA GOUNASS,-,Médina gounass,31,Mais,Mais,3,4600,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,MEDINA GOUNASS,-,Médina gounass,31,Riz,Riz,.5,400,La même,,,Non,,,
Kolda,Velingara,MEDINA GOUNASS,-,Médina gounass,31,Arachide,Arachide,1.5,4600,Un peu plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Ziguinchor,Ziguinchor,ADEANE,-,Adeane,32,Mil,Mil,.45,150,Un peu plus faible,Peu de pluies,,Non,,,
Ziguinchor,Ziguinchor,ADEANE,-,Adeane,32,Riz,Riz,.55,441,Beaucoup plus faible,Rongeurs,,Non,,,
Diourbel,Bambey,DANGALMA,-,Gatte ngaraffe1,33,Mil,Mil,1,830,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,DANGALMA,-,Gatte ngaraffe1,33,Sorgho,Sorgho,.5,68,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,DANGALMA,-,Gatte ngaraffe1,33,Niébé,Niébé,.5,22,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,DANGALMA,-,Gatte ngaraffe1,33,Arachide,Arachide,1,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Darou  ndiawene,34,Mil,Mil,2,200,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Darou  ndiawene,34,Mais,Mais,1,50,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,BAMBA THIALENE,-,Darou  ndiawene,34,Arachide,Arachide,3,900,Beaucoup plus faible,Peu de pluies,,Non,,,
Diourbel,Bambey,K. SAMBA KANE,-,Ndiarno ricadji 1,35,Mil,Mil,2,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,K. SAMBA KANE,-,Ndiarno ricadji 1,35,Arachide,Arachide,1.5,600,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Vente
Ziguinchor,Bignona,SUELLE,-,Baila,36,Riz,Riz,.35,300,Un peu plus élevée,,,Oui la moitié de la production,Décorticage,,Autoconsommation
Kolda,Velingara,SINTHIANG KOUNDARA,-,Sinthiang Koundara,37,Sorgho,Sorgho,.19,192,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,SINTHIANG KOUNDARA,-,Sinthiang Koundara,37,Mais,Mais,.2,203,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Velingara,SINTHIANG KOUNDARA,-,Sinthiang Koundara,37,Riz,Riz,.36,160,Un peu plus faible,Peu de pluies,,Non,,,
Kolda,Velingara,SINTHIANG KOUNDARA,-,Sinthiang Koundara,37,Arachide,Arachide,.25,237,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Matam,Kanel,OURO SIDY,-,Médina torobe,38,Mil,Mil,2,600,Un peu plus élevée,,,Non,,,
Ziguinchor,Bignona,KARTHIACK,-,Karthiack,39,Mil,Mil,1,600,Un peu plus faible,Divagation du bétail,,Oui toute la production,Mouture (farine),,Autoconsommation
Ziguinchor,Bignona,KARTHIACK,-,Karthiack,39,Riz,Riz,1,2500,Beaucoup plus élevée,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Kédougou,Salemata,DAR SALAM,-,Dira pont,40,Mais,Mais,.7500000000000001,200,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kédougou,Salemata,DAR SALAM,-,Dira pont,40,Arachide,Arachide,1,100,La même,,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Tambacounda,Bakel,MOUDERY,-,Tuabou,41,Sorgho,Sorgho,1,720,Beaucoup plus faible,Beaucoup de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Matam,Matam,NABADJI-CIVOL,-,Thiarene,42,Niébé,Niébé,1,100,Beaucoup plus faible,Peu de pluies,,Non,,,
Tambacounda,Goudiry,KOAR,-,Koar,43,Mil,Mil,1,500,Beaucoup plus faible,Beaucoup de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Goudiry,KOAR,-,Koar,43,Sorgho,Sorgho,2,250,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Goudiry,KOAR,-,Koar,43,Mais,Mais,.25,50,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Goudiry,KOAR,-,Koar,43,Arachide,Arachide,.5,200,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Fatick,Fatick,NGAYOKHEME,-,Ngalagne,44,Mil,Mil,2,1000,Un peu plus élevée,,,Non,,,
Fatick,Fatick,NGAYOKHEME,-,Ngalagne,44,Arachide,Arachide,1,800,Un peu plus élevée,,,Non,,,
Thiès,Mbour,SINDIA,-,Nguarigne,45,Mil,Mil,.5476000000000001,250,Beaucoup plus élevée,,,Non,,,
Thiès,Mbour,SINDIA,-,Nguarigne,45,Arachide,Arachide,.7138000000000001,500,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Keur guéladio,46,Mil,Mil,5,2000,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Keur guéladio,46,Mais,Mais,3,1500,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Keur guéladio,46,Arachide,Arachide,6.000000000000001,6000,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kolda,Médina Yoro Foula,KEREWANE,-,Sithiou dimbou mina,47,Mil,Mil,1.5648,2500,Beaucoup plus élevée,,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kolda,Médina Yoro Foula,KEREWANE,-,Sithiou dimbou mina,47,Arachide,Arachide,.9961000000000001,900,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Kaolack,Guinguinéo,NDIAGO,-,Mbodiène,48,Mil,Mil,1,200,Un peu plus élevée,,,Non,,,
Kaolack,Guinguinéo,NDIAGO,-,Mbodiène,48,Arachide,Arachide,1,300,Un peu plus élevée,,,Oui toute la production,other,Bana bana,Vente
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sare boyly,49,Mil,Mil,2,1000,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sare boyly,49,Mais,Mais,2,600,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Sare boyly,49,Arachide,Arachide,3,1250,Beaucoup plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Thiès,Thiès,KEUR MOUSSA,-,Keur mousseu,50,Bissap,Bissap,1,105,Beaucoup plus faible,Insectes,,Non,,,
Saint-Louis,Podor,NDIAYENE PENDAO,-,Pendao,51,Riz,Riz,.5,2800,Un peu plus élevée,,,Non,,,
Louga,Linguère,THIAMENE DJOLOF,-,Ndiossy,52,Mil,Mil,10,500,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Louga,Linguère,THIAMENE DJOLOF,-,Ndiossy,52,Niébé,Niébé,10,1500,Un peu plus faible,Peu de pluies,,Non,,,
Louga,Linguère,THIAMENE DJOLOF,-,Ndiossy,52,Arachide,Arachide,10,1450,Beaucoup plus faible,Peu de pluies,,Non,,,
Matam,Kanel,OURO SIDY,-,Ouro Sidy,53,Mil,Mil,2,400,La même,,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Matam,Kanel,OURO SIDY,-,Ouro Sidy,53,Sorgho,Sorgho,.5,200,Un peu plus élevée,,,Non,,,
Diourbel,Mbacké,N!GHAYE,-,Nghaye,54,Mil,Mil,5,2400,Un peu plus faible,Peu de pluies,,Non,,,
Diourbel,Mbacké,N!GHAYE,-,Nghaye,54,Arachide,Arachide,3,500,Beaucoup plus faible,Peu de pluies,,Non,,,
Kaffrine,Kaffrine,BOULEL,-,Diout nguel,55,Mil,Mil,2,1000,La même,,,Non,,,
Kaffrine,Kaffrine,BOULEL,-,Diout nguel,55,Arachide,Arachide,2,1500,La même,,,Non,,,
Louga,Linguère,BOULAL,-,Wendou namary,56,Mil,Mil,1,300,Un peu plus élevée,,,Non,,,
Louga,Linguère,BOULAL,-,Wendou namary,56,Niébé,Niébé,.5,200,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Linguère,BOULAL,-,Wendou namary,56,Arachide,Arachide,1.5,300,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Tambacounda,MISSIRAH,-,Missirah,57,Mil,Mil,1,850,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,Missirah,57,Sorgho,Sorgho,1,900,La même,,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Tambacounda,MISSIRAH,-,Missirah,57,Mais,Mais,1,1350,Un peu plus élevée,,,Oui toute la production,Décorticage,,Autoconsommation
Louga,Kébémer,DIOKOUL DIAWRIGNE,-,Mbatar diop,58,Mil,Mil,1,350,Un peu plus faible,Peu de pluies,,Non,,,
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Missirah mouride,59,Mil,Mil,5,2000,Beaucoup plus faible,Peu de pluies,,Oui la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Thiès,Thiès,KEUR MOUSSA,-,Mboul,60,Arachide,Arachide,.5,70,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Tambacounda,Goudiry,KOULOR,-,Seno aliou,61,Mil,Mil,1.5,600,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Goudiry,KOULOR,-,Seno aliou,61,Sorgho,Sorgho,1,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Goudiry,KOULOR,-,Seno aliou,61,Mais,Mais,1,300,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Goudiry,KOULOR,-,Seno aliou,61,Arachide,Arachide,2,1000,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kolda,Médina Yoro Foula,KEREWANE,-,Medina alpha,62,Mil,Mil,.2504,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Médina Yoro Foula,KEREWANE,-,Medina alpha,62,Sorgho,Sorgho,.4414,160,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kolda,Médina Yoro Foula,KEREWANE,-,Medina alpha,62,Arachide,Arachide,4.9744,5500,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Kédougou,Salemata,OUBADJI,-,Botaw,63,Sorgho,Sorgho,1,100,Beaucoup plus faible,Divagation du bétail,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Kédougou,Salemata,OUBADJI,-,Botaw,63,Arachide,Arachide,1,500,La même,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Sédhiou,Goudomp,YARANG BALANTE,-,Bambato,64,Riz,Riz,1,2500,Un peu plus faible,Beaucoup de pluies,,Non,,,
Sédhiou,Goudomp,YARANG BALANTE,-,Bambato,64,Arachide,Arachide,1,1600,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Sédhiou,Bounkilling,DIAROUME,-,Ndiama,65,Mil,Mil,2,600,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DIAROUME,-,Ndiama,65,Riz,Riz,3,840,Un peu plus élevée,,,Oui toute la production,Mouture (farine),,Autoconsommation
Sédhiou,Bounkilling,DIAROUME,-,Ndiama,65,Arachide,Arachide,2,560,Un peu plus faible,Divagation du bétail,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Kaffrine,Birkelane,N’DIOGNICK,-,SEGRE BAMBARA,66,Mil,Mil,4,1600,Un peu plus faible,Perte de fertilité du sol,,Oui moins de la moitié de la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,SEGRE BAMBARA,66,Mais,Mais,1,400,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Kaffrine,Birkelane,N’DIOGNICK,-,SEGRE BAMBARA,66,Arachide,Arachide,4,6000,Un peu plus faible,Peu de pluies,,Oui moins de la moitié de la production,Décorticage,,Autoconsommation
Ziguinchor,Bignona,KAFOUNTINE,-,Bindago,67,Mil,Mil,.6000000000000001,300,Un peu plus faible,Divagation du bétail,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation
Ziguinchor,Bignona,KAFOUNTINE,-,Bindago,67,Riz,Riz,.2,200,Un peu plus faible,Perte de fertilité du sol,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Tambacounda,Bakel,BALLOU,-,Yafera,68,Sorgho,Sorgho,1,4500,Un peu plus faible,Peu de pluies,,Oui la moitié de la production,Mouture (farine),,Autoconsommation
Kaolack,Nioro,POROKHANE,-,Keur Aly Samba,69,Mais,Mais,1,1100,Un peu plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation & Vente
Kaolack,Nioro,POROKHANE,-,Keur Aly Samba,69,Arachide,Arachide,1,900,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Vente
Sédhiou,Sédhiou,DJIREDJI,-,Madina El hadji souane,70,Riz,Riz,.9,950,Un peu plus élevée,,,Oui plus de la moitié de la production,Décorticage,,Autoconsommation
Sédhiou,Sédhiou,DJIREDJI,-,Madina El hadji souane,70,Sésame,Sésame,.5,50,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Décorticage,,Vente
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Ndame Lo,71,Mil,Mil,1,600,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Ndame Lo,71,Mais,Mais,1,800,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Ndame Lo,71,Arachide,Arachide,1,500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Syll thiakhene,72,Mil,Mil,10,4500,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Syll thiakhene,72,Mais,Mais,10,6000,Beaucoup plus faible,Peu de pluies,,Oui plus de la moitié de la production,Mouture (farine),,Autoconsommation & Vente
Tambacounda,Koumpentoum,KOUTHIABA WOLOF,-,Syll thiakhene,72,Arachide,Arachide,15,8000,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Linguère,GASSANE,-,Beltaty  Serere,73,Mil,Mil,3,1500,Un peu plus élevée,,,Non,,,
Louga,Linguère,GASSANE,-,Beltaty  Serere,73,Mais,Mais,.5,200,Un peu plus faible,Perte de fertilité du sol,,Non,,,
Louga,Linguère,GASSANE,-,Beltaty  Serere,73,Arachide,Arachide,4,1000,Beaucoup plus faible,Perte de fertilité du sol,,Non,,,
Ziguinchor,Ziguinchor,NIAGUIS,-,Djifanghor,74,Mil,Mil,.4,147,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Ziguinchor,Ziguinchor,NIAGUIS,-,Djifanghor,74,Riz,Riz,.4,250,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Keur makandji,75,Mil,Mil,2,2000,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation & Vente
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Keur makandji,75,Mais,Mais,2,1000,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Kaolack,Nioro,KEUR MABA DIAKHOU,-,Keur makandji,75,Arachide,Arachide,2,800,Beaucoup plus élevée,,,Oui toute la production,Décorticage,,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Ndieulbert 1,76,Mil,Mil,2,400,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Mouture (farine),,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Ndieulbert 1,76,Niébé,Niébé,1,25,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Granulé,,Autoconsommation
Diourbel,Bambey,BABA GARAGE,-,Ndieulbert 1,76,Arachide,Arachide,1,150,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Ziguinchor,Ziguinchor,NIAGUIS,-,Niaguis,77,Riz,Riz,.5,450,Beaucoup plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Autoconsommation
Louga,Kébémer,NDANDE,-,Beude forage,78,Mil,Mil,1,400,Beaucoup plus faible,Peu de pluies,,Non,,,
Louga,Kébémer,NDANDE,-,Beude forage,78,Niébé,Niébé,2,100,Beaucoup plus faible,Insectes,,Non,,,
Louga,Kébémer,NDANDE,-,Beude forage,78,Arachide,Arachide,2,450,Beaucoup plus faible,Peu de pluies,,Non,,,
Sédhiou,Sédhiou,SANSAMBA,-,Bantagnima,79,Mil,Mil,3,0,Beaucoup plus faible,other,Oiseaux granivore,Non,,,
Sédhiou,Sédhiou,SANSAMBA,-,Bantagnima,79,Sésame,Sésame,1,90,Un peu plus faible,Rongeurs,,Non,,,
Ziguinchor,Ziguinchor,ADEANE,-,Tambacounba,80,Riz,Riz,1.5,1850,Un peu plus élevée,,,Oui toute la production,Décorticage,,Autoconsommation
Ziguinchor,Ziguinchor,ADEANE,-,Tambacounba,80,Sésame,Sésame,1,200,Un peu plus faible,Peu de pluies,,Oui toute la production,Décorticage,,Vente
