"id_men","culture_label","superficie","production_kg"
1194,"Riz",1,300
1195,"Riz",0.4,300
1196,"Arachide",2,250
1196,"Mil",2,60
1197,"Arachide",4.3254,2000
1197,"Mais",0.5324,250
1197,"Mil",3.1885,600
1197,"Sorgho",1.4915,650
1198,"Mais",0.75,400
1199,"Arachide",0.25,25
1200,"Arachide",2,600
1200,"Mil",4,800
1200,"Niébé",1,80
1201,"Arachide",1,0
1201,"Bissap",0.25,150
1201,"Niébé",0.25,0
1201,"Pastèque",0.5,0
1202,"Arachide",2,50
1202,"Mil",3,200
1203,"Arachide",20,8000
1203,"Mais",2,1200
1203,"Mil",20,4000
1203,"Pastèque",1,4667
1205,"Pastèque",0.3,675
1205,"Riz",0.5,3157.8947368421
1206,"Mais",2,2000
1207,"Arachide",10,3000
1207,"Mil",3,1050
1207,"Niébé",10,1500
1208,"Arachide",1,100
1208,"Mil",3,1200
1209,"Arachide",2,600
1209,"Mil",2,300
1210,"Arachide",3,2000
1210,"Mais",2,1100
1210,"Mil",2,500
1211,"Arachide",2,350
1211,"Mil",2,500
1212,"Riz",0.25,180
1213,"Arachide",0.375,150
1213,"Riz",1.25,2500
1214,"Mais",2,250
1214,"Mil",1,300
1215,"Arachide",9,4500
1215,"Mil",5,3600
1215,"Niébé",1,220
1216,"Riz",2,12631.5789473684
1217,"Mais",1,600
1218,"Arachide",0.25,400
1218,"Mil",0.15,150
1219,"Bissap",0.45,525
1219,"Gombo",0.35,753
1219,"Mais",0.3,450
1219,"Mil",0.4,147
1219,"Riz",0.5,400
1220,"Arachide",2,670
1220,"Mil",2,800
1220,"Riz",3,920
1221,"Arachide",3,1500
1222,"Riz",0.2,300
1223,"Arachide",1,600
1223,"Mil",3,700
1223,"Niébé",1,80
1224,"Arachide",0.75,45
1224,"Mil",0.75,500
1225,"Arachide",2,0
1225,"Mil",2,300
1225,"Niébé",1,300
1226,"Arachide",0.25,150
1226,"Mais",1,280
1227,"Arachide",2,460
1227,"Mais",2,310
1227,"Mil",2,450
1228,"Arachide",3,1000
1228,"Mais",1,550
1228,"Riz",1,250
1229,"Arachide",1.2,150
1229,"Mil",1.8,200
1230,"Riz",0.5,350
1231,"Arachide",2,400
1231,"Niébé",3,350
1232,"Riz",2,250
1233,"Arachide",1,0
1234,"Arachide",1.5,350
1234,"Niébé",2,240
1235,"Mais",3,2500
1235,"Riz",1,1000
1235,"Sésame",1,75
1236,"Arachide",3,400
1236,"Mil",4,1100
1237,"Mais",1,650
1237,"Riz",0.8,800
1238,"Arachide",1,600
1238,"Mais",1,50
1238,"Mil",1,100
1239,"Arachide",1.5,460
1239,"Mais",1.5,600
1239,"Mil",2,50
1239,"Niébé",1,40
1240,"Arachide",0.5,500
1240,"Mais",2,800
1240,"Riz",0.5,100
1240,"Sorgho",2,2400
1241,"Arachide",3,300
1241,"Mil",3,400
1242,"Arachide",0.35,300
1242,"Mais",0.5,600
1242,"Riz",0.4,200
1243,"Niébé",0.5,60
1244,"Arachide",11,5500
1244,"Mil",4,1200
1244,"Niébé",2,800
1244,"Pastèque",2,5667.5
1245,"Arachide",0.8,100
1245,"Mil",0.3,50
1246,"Arachide",0.2,240
1246,"Mais",0.2,90
1246,"Mil",0.2,25
1246,"Niébé",0.2,150
1246,"Riz",0.2,160
1247,"Arachide",3,500
1247,"Mil",3,200
1247,"Niébé",1.5,165
1248,"Arachide",1,150
1248,"Mais",1,250
1248,"Sorgho",2,350
1249,"Riz",0.5,1000
1250,"Arachide",1,800
1250,"Mil",1,500
1250,"Niébé",1,75
1251,"Arachide",3,3500
1251,"Mil",2,900
1252,"Arachide",10,1500
1252,"Mil",2,800
1252,"Niébé",1,45
1252,"Pastèque",1,450
1253,"Arachide",3,500
1253,"Mais",1,50
1254,"Riz",1.2,200
1255,"Arachide",1.5,1250
1255,"Mil",2,1000
1256,"Arachide",8,1500
1256,"Mil",7,1000
1257,"Arachide",2.5,1790
1257,"Mais",3,1650
1257,"Riz",1.5,670
1258,"Arachide",4,3000
1258,"Mil",3,1050
1259,"Mais",0.5,300
1259,"Riz",0.5,500
1260,"Mais",0.2626,200
1260,"Sorgho",0.0925,50
1261,"Arachide",1,0
1261,"Niébé",0.5,40
1262,"Arachide",0.9,240
1262,"Mil",3.5,450
1262,"Niébé",0.15,20
1263,"Niébé",1,300
1264,"Niébé",1,120
1265,"Arachide",1,850
1265,"Riz",1,1200
1266,"Arachide",2.25,2100
1266,"Mais",0.75,645
1266,"Sorgho",5,2780
1267,"Arachide",2.5,700
1267,"Mil",3,200
1268,"Mais",1,1200
1268,"Riz",1,700
1269,"Arachide",2,500
1269,"Mais",2,50
1269,"Mil",2,200
1269,"Sorgho",2,0
1270,"Mil",2,1000
1271,"Arachide",10,6250
1272,"Arachide",2,800
1272,"Mais",1.5,618
1272,"Mil",2,734
1272,"Riz",0.5,178
1273,"Arachide",1.5,145
1273,"Mil",1.5,500
1274,"Aubergine",1,1900
1274,"Courge",1,1900
1274,"Mais",1,1100
1274,"Mil",3,2300
1274,"Pastèque",1,1900
1275,"Riz",0.4,2526.31578947368
1276,"Mil",1,600
1276,"Riz",1.5,1000
1277,"Arachide",3.5,2000
1277,"Mais",0.5,500
1277,"Mil",3,2000
1278,"Arachide",2,1300
1278,"Mil",3,2500
1278,"Niébé",1,800
1279,"Arachide",3,2000
1279,"Mil",2,1500
1280,"Arachide",1,400
1280,"Mil",1,100
1281,"Arachide",2,1200
1281,"Mil",1,250
1281,"Riz",1,700
1282,"Arachide",7,5000
1282,"Mais",2,1800
1282,"Mil",5,3200
1283,"Arachide",3,800
1283,"Mil",3,500
1284,"Arachide",0.2,350
1284,"Riz",0.5,3157.8947368421
1285,"Arachide",7,8000
1285,"Mais",2,1040
1285,"Mil",5,5000
1286,"Arachide",1.75,1600
1286,"Riz",1.25,1340.89497900473
1287,"Arachide",1,500
1287,"Mil",2,1750
1288,"Arachide",1,500
1288,"Mais",1,50
1288,"Mil",1,200
1289,"Mais",2,150
1289,"Mil",2,400
1289,"Sorgho",2,300
1290,"Arachide",4,2000
1290,"Mil",4,2000
1291,"Arachide",5,3000
1291,"Mais",2,600
1291,"Sorgho",2,300
1292,"Arachide",1,300
1292,"Mil",2.5,800
1293,"Mil",0.2529,400
1294,"Arachide",3,900
1294,"Gombo",0.25,10
1294,"Mais",1,150
1294,"Sorgho",2,600
1295,"Arachide",5,4000
1295,"Mais",2,500
1295,"Mil",1,0
1296,"Arachide",1,300
1296,"Mais",1,300
1296,"Mil",1,200
1297,"Riz",0.9,650
1298,"Mil",4,1200
1299,"Manioc",0.7577,150
1299,"Niébé",0.3006,30
1300,"Riz",1.5,1200
1301,"Arachide",3,300
1301,"Niébé",2,300
1302,"Arachide",8,1500
1302,"Mil",4,1000
1302,"Niébé",1,40
1302,"Pastèque",1,735
1303,"Arachide",1,450
1303,"Mais",2,80
1303,"Mil",2,73
1304,"Arachide",0.28,200
1304,"Mais",0.98,1000
1304,"Sorgho",0.16,0
1305,"Arachide",5,5000
1305,"Mais",2,1500
1305,"Mil",4,3500
1306,"Arachide",1,945
1306,"Mil",1,165
1307,"Arachide",1,250
1307,"Mil",1,300
1308,"Pastèque",0.5,400
1308,"Riz",0.7,4421.05263157895
1309,"Mais",0.5,600
1309,"Riz",0.5,800
1309,"Sorgho",2,2200
1310,"Arachide",1,400
1310,"Mil",1,600
1311,"Arachide",0.75,415
1311,"Mais",1,650
1311,"Riz",0.25,115
1311,"Sorgho",1.5,870
1312,"Arachide",2,700
1312,"Mil",2,600
1313,"Mais",0.6948,250
1313,"Mil",1.9038,500
1314,"Mais",1,500
1314,"Riz",1,800
1315,"Arachide",1,400
1316,"Arachide",1,1000
1316,"Manioc",0.5,100
1316,"Mil",2,900
1316,"Niébé",1,90
1317,"Mil",2,880
1317,"Niébé",2,480
1318,"Arachide",1.5,1500
1318,"Riz",0.5,450
1319,"Arachide",1,400
1319,"Mais",2,100
1320,"Sorgho",0.1213,150
1321,"Arachide",0.5,250
1321,"Niébé",0.3,40
1321,"Riz",0.7,300
1322,"Arachide",0.68,650
1322,"Mais",0.07,50
1322,"Riz",0.25,175
1323,"Arachide",5,1500
1323,"Mil",2,800
1323,"Niébé",0.5,58
1324,"Arachide",4,1100
1324,"Mil",3,800
1325,"Arachide",3,900
1325,"Mil",2,200
1326,"Arachide",2,1200
1326,"Mais",1,100
1326,"Mil",1,1500
1327,"Arachide",2,800
1327,"Mil",2,50
1328,"Mais",0.8471,1070
1328,"Mil",0.0108,6
1329,"Arachide",3,2500
1329,"Mais",1,500
1329,"Riz",1,350
1330,"Arachide",2,1000
1330,"Mais",2,1200
1331,"Mais",0.5,250
1331,"Sorgho",0.5,300
1332,"Mais",0.1,120
1332,"Niébé",0.15,0
1332,"Riz",0.87,1560
1333,"Arachide",0.5,200
1333,"Mais",0.25,0
1333,"Mil",0.5,184
1333,"Riz",0.37,150
1334,"Mil",1,300
1335,"Riz",0.2,160
1336,"Arachide",1,400
1336,"Mil",1,200
1337,"Arachide",1,520
1337,"Mil",1,850
1338,"Niébé",4,600
1339,"Arachide",4,2400
1339,"Mil",1,600
1339,"Pastèque",4,18668
1340,"Arachide",1,700
1340,"Mais",1,600
1340,"Mil",1,400
1341,"Arachide",3,1200
1341,"Mil",4,1600
1341,"Niébé",0.4,60
1342,"Niébé",2,240
1343,"Arachide",3,2100
1343,"Mais",0.5,200
1343,"Mil",1.5,560
1343,"Sorgho",1,50
1344,"Arachide",2,1600
1344,"Mil",1,560
1345,"Arachide",0.5,400
1345,"Fonio",0.5,250
1346,"Arachide",5,800
1346,"Mais",1,100
1346,"Mil",2,500
1347,"Riz",0.5619,750
1348,"Arachide",2.2,200
1348,"Mil",2.2,350
1349,"Arachide",3,1200
1349,"Mais",2,600
1349,"Mil",2,700
1350,"Arachide",0.25,150
1350,"Mais",1,250
1350,"Mil",1.2,450
1351,"Arachide",1,420
1351,"Mil",1,530
1352,"Arachide",0.96,630
1352,"Mais",1.5,0
1352,"Riz",0.39,138.45
1353,"Riz",1,2000
1354,"Arachide",2,700
1354,"Mais",1,100
1354,"Mil",2,250
1354,"Pastèque",1,7333.5
1355,"Riz",0.5,100
1356,"Arachide",2,0
1357,"Arachide",1.1851,2400
1357,"Mais",1.4546,581.84
1357,"Riz",0.1638,90
1358,"Arachide",2,150
1358,"Niébé",2,200
1359,"Arachide",1.5,350
1359,"Mais",0.25,150
1359,"Mil",0.5,230
1359,"Riz",0.5,125
1359,"Sorgho",1.5,575
1360,"Mil",0.6765,355
1361,"Arachide",3,2000
1361,"Mais",1,700
1361,"Mil",4,1000
1362,"Arachide",1,300
1362,"Mil",1,600
1362,"Niébé",1,60
1363,"Arachide",0.5,0
1363,"Mil",1.75,750
1363,"Niébé",0.25,50
1364,"Arachide",2,350
1364,"Mais",2,824
1364,"Riz",2,709
1365,"Arachide",2,500
1365,"Mais",1,158
1365,"Mil",3,800
1366,"Sorgho",1,550
1367,"Arachide",5,400
1367,"Mil",4,1200
1367,"Niébé",1,130
1368,"Arachide",3,1000
1368,"Mil",2,300
1368,"Niébé",3,300
1369,"Mil",1,315
1370,"Arachide",0.75,510
1370,"Mais",0.75,460
1370,"Mil",0.5,325
1370,"Riz",0.5,150
1370,"Sorgho",0.5,215
1371,"Mais",0.8,127
1372,"Arachide",2,800
1372,"Mais",1,300
1372,"Mil",1,200
1373,"Arachide",1.5,400
1373,"Mil",1,200
1373,"Riz",0.5,100
1374,"Arachide",0.5,100
1374,"Niébé",0.85,60
1375,"Niébé",0.17095,200
1376,"Arachide",0.5,350
1376,"Mais",1,0
1377,"Arachide",1.4,160
1377,"Niébé",0.7,100
1378,"Riz",0.5,1750
1379,"Arachide",1,200
1379,"Mil",2,100
1380,"Arachide",8,1300
1380,"Mil",3,1300
1380,"Niébé",1,150
1381,"Arachide",2,500
1381,"Mil",2,400
1382,"Arachide",3.5,1250
1382,"Mais",2,550
1382,"Sorgho",2.5,600
1383,"Mil",3,500
1383,"Niébé",5,2000
1384,"Arachide",0.426,551
1384,"Sorgho",1.822,360
1385,"Mil",1,1250
1386,"Arachide",1,250
1386,"Mil",1,100
1386,"Riz",1,1100
1387,"Mil",1,533.333333333333
1388,"Arachide",1,50
1388,"Mais",1,300
1388,"Mil",1,300
1389,"Arachide",0.9,600
1389,"Riz",0.1,81
1390,"Arachide",2,1000
1390,"Mil",2,1000
1391,"Arachide",1,500
1391,"Mil",1,600
1392,"Mais",4,1500
1393,"Arachide",3,300
1394,"Arachide",4,300
1394,"Mil",2,600
1395,"Arachide",0.16,10
1395,"Mil",2.5,300
1395,"Niébé",0.07,10
1396,"Arachide",5,2000
1396,"Mil",8,900
1396,"Niébé",2,200
1397,"Arachide",1,100
1397,"Mais",1,150
1398,"Arachide",8,1000
1398,"Mais",1,120
1398,"Mil",2.5,100
1398,"Niébé",0.5,200
1399,"Arachide",2.5292,1600
1399,"Diakhatou",0.6834,783.04210827843
1399,"Mais",0.4393,300
1399,"Mil",1.2939,700
1399,"Riz",2.6994,600
1400,"Arachide",7,5000
1400,"Mil",6,4980
1401,"Manioc",0.5,350
1402,"Arachide",5,10000
1402,"Mais",20,10000
1402,"Mil",8,3000
1403,"Arachide",0.25,175
1403,"Mais",0.5,375
1404,"Arachide",1.5,600
1404,"Mil",1.5,2000
1405,"Mil",0.5,100
1405,"Riz",1,900
1406,"Arachide",1,1500
1406,"Patate douce",1,5300
1407,"Arachide",0.3,250
1407,"Riz",0.45,513
1408,"Arachide",1,50
1408,"Mais",1,200
1408,"Mil",1,50
1408,"Niébé",1,100
1409,"Arachide",1,546
1409,"Mais",0.5,150
1409,"Mil",1,376
1410,"Arachide",1,400
1410,"Mil",1.5,250
1410,"Niébé",1.6,600
1410,"Pastèque",0.25,708.4375
1411,"Mais",3,1100
1411,"Mil",4,1900
1411,"Sorgho",1,400
1412,"Arachide",4,4000
1412,"Bissap",1,160
1412,"Mais",2,200
1412,"Mil",3,450
1413,"Mais",2,300
1413,"Mil",2,900
1414,"Arachide",0.2,200
1414,"Mil",0.6,500
1414,"Niébé",0.1,30
1415,"Arachide",1.5,360
1415,"Mil",1.5,480
1416,"Arachide",3,1000
1416,"Mais",1,600
1416,"Mil",2,1500
1417,"Arachide",3,1400
1417,"Mil",2,700
1417,"Niébé",1,65
1418,"Arachide",1.5,500
1418,"Mais",3,1000
1418,"Sorgho",3,700
1419,"Arachide",1.0611,1800
1419,"Mais",1.1284,0
1419,"Riz",0.0237,8.4135
1419,"Sorgho",0.6044,206
1420,"Arachide",3,4500
1420,"Mil",4,1500
1420,"Niébé",3,5000
1421,"Arachide",1,50
1421,"Mil",1,950
1421,"Niébé",1,250
1421,"Sésame",0.5,95
1422,"Arachide",0.5,343.75
1422,"Mil",1,900
1422,"Sésame",1.5,450
1423,"Arachide",3,2000
1423,"Mais",4,2900
1423,"Sorgho",3,2200
1424,"Arachide",0.8,150
1424,"Mil",0.6,400
1425,"Riz",0.5,3157.8947368421
1426,"Arachide",2,1900
1426,"Mil",2,800
1427,"Arachide",10,3000
1427,"Mais",2,150
1427,"Mil",5,1800
1427,"Niébé",3,250
1428,"Mil",0.8,200
1429,"Arachide",7,400
1429,"Mil",12.5,3750
1429,"Niébé",0.5,20
1430,"Arachide",2.5,300
1430,"Niébé",2.5,250
1431,"Arachide",3,1300
1431,"Mais",2,200
1431,"Mil",4,1500
1432,"Arachide",3,200
1432,"Mil",5,2500
1432,"Niébé",1,980
1433,"Arachide",1,1000
1433,"Mais",1,100
1433,"Riz",1,1000
1434,"Arachide",5,1500
1434,"Mais",2,1000
1434,"Mil",4,3000
1435,"Mais",1,200
1435,"Mil",1,600
1436,"Arachide",1,1050
1436,"Mil",1,200
1437,"Mais",1,740
1437,"Riz",1,458
1438,"Arachide",0.25,200
1438,"Mais",0.5,300
1439,"Riz",1,450
1440,"Arachide",0.27898,126
1440,"Mais",0.35279,171.174837843316
1440,"Riz",0.33943,387.134443024578
1441,"Arachide",2,0
1441,"Mil",1,0
1442,"Arachide",3.5,500
1442,"Mil",1.5,150
1443,"Arachide",0.25,200
1443,"Mais",0.25,100
1443,"Mil",1,300
1444,"Riz",0.5,150
1444,"Sésame",1,150
1445,"Arachide",3,300
1445,"Mil",4,600
1445,"Niébé",1,100
1446,"Mil",0.3684,250
1447,"Arachide",1,100
1447,"Mil",0.5,0
1448,"Mil",3,780
1449,"Arachide",0.25,381
1449,"Mais",0.57,600
1449,"Mil",1,800
1449,"Sorgho",0.5,725
1450,"Arachide",3,1500
1450,"Mais",3,1100
1450,"Riz",3,1950
1451,"Arachide",0.9,200
1451,"Mil",2,350
1451,"Niébé",0.7,150
1452,"Mais",0.35,50
1452,"Riz",0.5,536.357991601894
1453,"Arachide",1,200
1453,"Mais",1,200
1453,"Mil",1,300
1454,"Arachide",1,350
1454,"Mais",1,100
1454,"Mil",1,300
1454,"Sorgho",1,0
1455,"Arachide",1,300
1455,"Mil",1,800
1456,"Arachide",7.5,4600
1456,"Mais",1,120
1456,"Mil",2,600
1456,"Niébé",0.5,50
1457,"Arachide",5,1659
1457,"Sorgho",2,400
1458,"Fonio",1.5,450
1458,"Riz",2,1000
1459,"Arachide",2,800
1459,"Mil",2,800
1460,"Arachide",1.5,1200
1460,"Mais",2.5,500
1460,"Mil",2,400
1461,"Arachide",0.4,200
1461,"Niébé",0.35,60
1461,"Riz",1,600
1462,"Mais",1,1100
1463,"Arachide",2.1369,1500
1464,"Arachide",0.5,980
1464,"Mais",4,3600
1465,"Arachide",1.7228,400
1465,"Mil",1.0071,300
1466,"Mil",2,700
1466,"Niébé",1,300
1467,"Arachide",1,300
1467,"Mil",2,1200
1467,"Niébé",1,35
1468,"Arachide",2,1000
1468,"Mais",1,200
1468,"Mil",2,400
1469,"Arachide",1,300
1469,"Mil",2,100
1470,"Mais",1.5,1200
1471,"Arachide",2,2750
1471,"Mil",2,1200
1471,"Riz",1,500
1472,"Arachide",1.5,462
1472,"Mil",1,257
1472,"Sorgho",0.05,11
1473,"Mais",1,150
1473,"Riz",1,300
1474,"Riz",0.25,150
1475,"Arachide",9.2665,3000
1475,"Mais",0.5974,300
1475,"Mil",2.1723,2000
1476,"Arachide",1,450
1476,"Mil",1.5,300
1477,"Arachide",2,2000
1477,"Mais",4,2250
1477,"Mil",4,120
1477,"Sorgho",2,160
1478,"Riz",0.3,150
1479,"Arachide",0.5,150
1479,"Mil",2.86,330
1480,"Arachide",1,100
1480,"Niébé",1,200
1481,"Riz",0.5,700
1481,"Sorgho",0.5,600
1482,"Arachide",0.25,200
1482,"Mais",1.75,1400
1483,"Riz",0.85,300
1484,"Arachide",2,1333.33333333333
1484,"Mais",2,200
1484,"Mil",2,200
1485,"Mil",0.5632,750
1485,"Niébé",0.425,150
1486,"Arachide",0.15,0
1487,"Arachide",0.5,150
1488,"Mais",0.8,500
1488,"Sorgho",0.72,600
1489,"Bissap",0.5,135
1490,"Arachide",0.5,100
1490,"Mil",1.8,1000
1490,"Niébé",0.15,50
1491,"Arachide",0.5,100
1491,"Mil",1.5,250
1492,"Arachide",4.5,950
1492,"Mil",4.5,900
1493,"Arachide",2,800
1493,"Mil",3,4200
1493,"Niébé",1,120
1493,"Sorgho",0.5,100
1494,"Mais",1.25,550
1494,"Mil",0.75,400
1495,"Arachide",0.75,700
1495,"Mais",1.5,1850
1495,"Sorgho",1,800
1496,"Arachide",2,534
1496,"Mil",2,400
1497,"Arachide",1,200
1497,"Mil",2,800
1497,"Niébé",1,52
1497,"Sorgho",1,700
1498,"Arachide",3,2000
1498,"Mais",2,1000
1498,"Mil",3,1500
1499,"Arachide",0.62419,281
1500,"Arachide",0.5,350
1500,"Riz",1.5,900
1501,"Arachide",2,150
1501,"Riz",2,200
1501,"Sorgho",3,300
1502,"Arachide",7,2500
1502,"Bissap",1,480
1502,"Mais",2,500
1502,"Mil",6,2000
1502,"Sorgho",5,1500
1502,"Sésame",1,350
1503,"Arachide",3,500
1503,"Gombo",1,150
1503,"Mais",1,50
1503,"Mil",1,100
1504,"Mil",0.5,48
1506,"Arachide",1,600
1506,"Mais",2,350
1506,"Riz",2,1000
1507,"Arachide",5,1500
1507,"Mil",4,400
1507,"Niébé",2,150
1508,"Mais",1,50
1508,"Mil",1,100
1509,"Arachide",1,50
1509,"Mil",3,100
1510,"Arachide",1,350
1510,"Mil",1,700
1510,"Niébé",1,80
1511,"Arachide",4,1200
1511,"Mil",4,3600
1511,"Niébé",4,500
1512,"Mais",2,2500
1512,"Sorgho",3,2500
1513,"Niébé",2,100
1514,"Arachide",1.5,700
1514,"Mil",2,400
1514,"Niébé",1,400
1515,"Arachide",2,1300
1515,"Mais",2,1000
1515,"Mil",4,3200
1515,"Niébé",1,200
1516,"Arachide",2,3000
1516,"Mais",1,700
1516,"Mil",2,1800
1517,"Arachide",1,500
1517,"Mil",1,1000
1518,"Fonio",0.5,700
1518,"Sorgho",0.396,198
1519,"Arachide",1.2,450
1519,"Mil",1.8,400
1519,"Niébé",0.8,120
1520,"Arachide",1,200
1520,"Mil",1,600
1521,"Arachide",4.826,500
1521,"Sorgho",4.826,260
1522,"Riz",0.65,741
1523,"Arachide",1,800
1523,"Mais",0.2,50
1523,"Mil",0.4,100
1523,"Riz",0.3,200
1524,"Arachide",1,100
1524,"Mil",1,100
1524,"Niébé",1,200
1525,"Arachide",2.5,100
1525,"Mil",6.5,500
1526,"Arachide",2,1000
1526,"Mais",2,100
1526,"Mil",2,100
1526,"Niébé",2,50
1527,"Arachide",0.3376,500
1527,"Mil",0.2828,200
1528,"Mais",0.5,480
1528,"Sorgho",1,600
1529,"Arachide",1,945
1529,"Sésame",1,135
1530,"Arachide",3,2000
1530,"Mil",3,1500
1531,"Arachide",1,800
1531,"Mais",0.5,120
1531,"Mil",2,700
1532,"Arachide",0.5,200
1532,"Mil",2.5,875
1532,"Niébé",0.5,75
1533,"Arachide",1,100
1533,"Mil",2,200
1533,"Niébé",1.5,200
1534,"Mais",0.5,60
1535,"Bissap",0.7,158
1536,"Manioc",0.2794,275
1536,"Mil",0.4762,250
1537,"Arachide",0.2952,118.08
1537,"Mil",0.2752,350
1538,"Arachide",5,5000
1538,"Mais",2,900
1538,"Mil",5,2000
1539,"Arachide",2,1500
1539,"Mil",3,2600
1540,"Aubergine",0.25,1000
1540,"Concombre",0.25,641.666666666667
1541,"Arachide",4,2000
1542,"Arachide",3,1000
1542,"Mais",0.05,100
1542,"Mil",5,1000
1543,"Arachide",2,500
1543,"Mil",3,350
1544,"Arachide",1.0749,300
1545,"Riz",0.47,2968.42105263158
1546,"Arachide",3,2000
1546,"Mais",1,800
1546,"Mil",3,1500
1546,"Pastèque",1,4667
1547,"Riz",0.2,150
1548,"Arachide",1.5,150
1548,"Mil",1.5,200
1548,"Niébé",1,80
1549,"Mil",1,0
1549,"Niébé",0.5,50
1550,"Arachide",1,100
1550,"Mil",1,1000
1551,"Arachide",2,1200
1551,"Mil",2,600
1551,"Sorgho",1,100
1552,"Arachide",1,500
1552,"Mil",1.25,400
1553,"Arachide",4,1600
1553,"Mil",1.5,500
1554,"Arachide",4,2000
1554,"Mais",1,800
1555,"Arachide",12,6000
1555,"Mais",10,4500
1555,"Mil",5,2000
1555,"Sorgho",5,2000
1555,"Sésame",3,800
1556,"Arachide",1,550
1556,"Fonio",1,450
1557,"Arachide",8,5000
1557,"Mais",2,300
1557,"Mil",3,1200
1557,"Sorgho",2,400
1558,"Arachide",8,2000
1558,"Mil",6,3000
1559,"Arachide",0.5,400
1559,"Fonio",0.25,150
1559,"Mais",0.25,300
1560,"Arachide",5,2500
1560,"Niébé",2,400
1561,"Arachide",1,150
1561,"Riz",0.5,510
1561,"Sésame",0.5,350
1562,"Arachide",5,1000
1562,"Mil",3,300
1563,"Mil",2,200
1563,"Sésame",1,90
1564,"Mais",1,250
1564,"Riz",0.25,500
1565,"Arachide",1,400
1565,"Mil",1,800
1566,"Arachide",1,2000
1566,"Mais",1,1000
1566,"Mil",2,3000
1566,"Niébé",1,800
1566,"Sorgho",1,1000
1567,"Arachide",1,1250
1567,"Mil",4,2200
1567,"Niébé",0.5,40
1568,"Arachide",2.5,1100
1568,"Mais",1.5,300
1568,"Mil",2,800
1568,"Niébé",1.5,100
1568,"Pastèque",1.5,400
1568,"Sorgho",2,1000
1569,"Niébé",0.3,0
1570,"Niébé",1,159
1571,"Arachide",2,0
1571,"Mil",1,100
1571,"Niébé",2,600
1572,"Mais",0.14,25
1573,"Arachide",0.75,500
1573,"Mil",1.25,125
1574,"Arachide",0.5,450
1574,"Mais",1,755.915919674966
1574,"Riz",0.25,500
1575,"Arachide",0.25,150
1575,"Mais",1,300
1576,"Concombre",0.3,770
1577,"Arachide",5,4000
1577,"Mais",1,700
1577,"Mil",1,80
1578,"Mil",1,1200
1578,"Riz",1,700
1579,"Arachide",1,1100
1579,"Mais",2,2400
1579,"Sorgho",2,2300
1580,"Arachide",2,600
1580,"Mil",2,600
1580,"Niébé",0.5,35
1581,"Arachide",2,1400
1581,"Mais",1,100
1581,"Mil",1,300
1581,"Pastèque",1,2000
1581,"Sorgho",1,0
1582,"Arachide",1,400
1582,"Mil",2,600
1582,"Sorgho",1,400
1583,"Arachide",1,400
1583,"Mil",2,900
1583,"Niébé",0.5,70
1583,"Sorgho",0.5,90
1584,"Gombo",0.5,3500
1584,"Riz",0.5,3157.8947368421
1585,"Arachide",3,100
1585,"Bissap",3,638
1585,"Mais",3,1338
1585,"Mil",3,500
1585,"Niébé",3,285
1586,"Arachide",2,1750
1586,"Mais",1,875
1587,"Arachide",3,1800
1587,"Mil",1,400
1588,"Arachide",2,1150
1588,"Mais",2,2150
1589,"Riz",0.0027,3
1590,"Mais",1,700
1590,"Mil",1,400
1591,"Mais",2,850
1591,"Mil",2.5,1800
1592,"Niébé",0.5,140
1593,"Bissap",1.5,2100
1593,"Mil",1,210
1594,"Sorgho",0.75,200
1595,"Arachide",3,4000
1595,"Mais",4,3500
1595,"Mil",1,1350
1595,"Sorgho",1,950
1596,"Arachide",0.5,300
1596,"Mil",3,1500
1597,"Arachide",4,1800
1597,"Mais",0.5,250
1597,"Mil",4,1500
1598,"Niébé",1,360
1599,"Arachide",1,675
1599,"Mais",0.75,1150
1599,"Sorgho",1,650
1600,"Riz",3.3,20842.1052631579
1601,"Arachide",1,800
1601,"Mais",1,2000
1602,"Arachide",2,500
1602,"Mais",1,200
1602,"Mil",2,50
1603,"Riz",1,600
1604,"Arachide",1.5,0
1604,"Mil",3,300
1604,"Niébé",0.5,100
1605,"Arachide",4,1500
1605,"Mil",5,1200
1606,"Arachide",3,2000
1606,"Mil",1,400
1606,"Sorgho",1,300
1607,"Arachide",3,1500
1607,"Mais",1,200
1607,"Mil",2,700
1608,"Mil",0.65,400
1609,"Arachide",3,2580
1609,"Mil",3,2300
1609,"Sorgho",2,570
1610,"Bissap",2,100
1610,"Mais",2,200
1610,"Mil",2,200
1610,"Niébé",2,150
1611,"Arachide",2,1300
1611,"Niébé",1,0
1612,"Arachide",3,1500
1612,"Mais",2.5,750
1612,"Mil",2.5,800
1613,"Arachide",1,850
1613,"Mais",2.5,1600
1613,"Mil",1.5,960
1613,"Riz",1,700
1614,"Arachide",2,240
1614,"Mil",1,250
1615,"Arachide",1.2,1650
1615,"Mais",1.07,60
1615,"Riz",0.6,200
1616,"Riz",0.2,100
1617,"Mil",0.5,200
1617,"Niébé",0.5,60
1618,"Mais",0.25,200
1618,"Mil",1.2,200
1619,"Niébé",3,500
1620,"Arachide",3,600
1620,"Mil",5,1000
1621,"Bissap",1,450
1622,"Arachide",1,250
1622,"Mil",2,500
1623,"Arachide",1,50
1624,"Manioc",0.2,280
1626,"Mais",1,35
1626,"Mil",2,80
1626,"Sorgho",1,49
1626,"Sésame",1,50
1627,"Mais",3,875
