"id_men","culture_label","superficie","production_kg"
2278,"Mil",1,600
2279,"Arachide",3,140
2279,"Niébé",1,30
2280,"Arachide",1,666.666666666667
2280,"Mais",1,1000
2280,"Mil",1,400
2281,"Arachide",2,1700
2281,"Mais",1.5,2500
2281,"Piment",0.5,160
2282,"Mil",2,450
2283,"Arachide",0.6867,840
2283,"Mil",0.6867,360
2284,"Arachide",1.5,416
2284,"Mais",0.5138,455
2285,"Arachide",2,300
2285,"Mil",3,600
2286,"Arachide",10,2000
2286,"Mil",9,3451
2287,"Riz",0.48555,553.790557141631
2288,"Arachide",1,250
2288,"Niébé",1,200
2289,"Arachide",5,2000
2289,"Mais",1,660
2289,"Mil",6,1500
2289,"Pastèque",1,10000
2290,"Mais",1,50
2290,"Mil",1,300
2291,"Arachide",2,750
2291,"Mais",1.5,600
2292,"Arachide",3,4500
2292,"Mil",3,4500
2293,"Arachide",2,500
2293,"Mais",2,960
2293,"Mil",2,540
2294,"Arachide",2,500
2294,"Mil",1,150
2294,"Sésame",2,100
2295,"Bissap",1,1400
2296,"Arachide",10,1800
2296,"Mil",3,600
2296,"Niébé",1,60
2297,"Sorgho",0.75,450
2298,"Arachide",5,2500
2298,"Mais",6,2000
2298,"Mil",4,2000
2298,"Sorgho",5,3000
2299,"Arachide",0.2389,200
2300,"Arachide",1.2569,39
2300,"Mais",0.0642,25.68
2300,"Riz",0.1919,25
2300,"Sorgho",1.0558,0
2301,"Arachide",5,1800
2301,"Mil",3,1300
2301,"Niébé",1,120
2302,"Arachide",13,4000
2302,"Mais",0.5,600
2303,"Arachide",2,1000
2303,"Mais",1,100
2303,"Mil",3,100
2304,"Mais",1.7626,200
2304,"Mil",2.7955,300
2305,"Arachide",2,1400
2305,"Mil",3,1800
2306,"Arachide",6,2700
2306,"Mil",8,5000
2306,"Niébé",10,880
2307,"Arachide",0.74,120
2307,"Mais",0.46,110
2307,"Mil",0.06,22.008
2307,"Sorgho",0.29,160
2308,"Riz",1,550
2309,"Arachide",1.1501,1375
2309,"Mais",1.5577,1200
2310,"Arachide",0.25,0
2311,"Arachide",3,2730
2311,"Mais",1.88534,1425
2311,"Sorgho",1.75,1100
2312,"Arachide",0.5,500
2312,"Riz",0.4,350
2313,"Arachide",1,800
2313,"Mil",1,600
2314,"Arachide",4,1500
2314,"Mil",3,600
2314,"Sorgho",1,150
2315,"Arachide",2,630
2315,"Mil",2,390
2315,"Niébé",1,150
2316,"Arachide",0.5,400
2316,"Mais",2,1400
2316,"Riz",1,350
2317,"Arachide",7.2724,2000
2317,"Mil",1.1911,1000
2317,"Sorgho",4.1397,700
2318,"Arachide",15,4000
2318,"Mil",8,2400
2318,"Niébé",2,200
2319,"Arachide",1.5,770
2319,"Mil",1,1750
2320,"Arachide",1,400
2320,"Mil",2,1000
2320,"Niébé",0.5,20
2321,"Riz",0.54381,620
2322,"Arachide",2,1600
2322,"Mais",1,480
2322,"Mil",2,1600
2323,"Arachide",3,100
2323,"Mais",2,0
2323,"Mil",1,0
2323,"Riz",1,50
2324,"Arachide",1,1500
2324,"Mil",1,1000
2325,"Arachide",1,300
2325,"Niébé",1,0
2326,"Arachide",0.5,400
2326,"Mil",1.5,600
2327,"Mais",0.5,200
2327,"Mil",0.5,100
2327,"Sorgho",1,300
2328,"Mais",1,200
2328,"Mil",1,200
2329,"Arachide",0.5,120
2329,"Mil",1,500
2329,"Sorgho",0.5,50
2330,"Arachide",6,2500
2330,"Mais",5,2000
2330,"Mil",3,700
2330,"Sorgho",4,900
2331,"Arachide",6,2160
2331,"Mais",4,100
2331,"Mil",5,1500
2331,"Niébé",1,100
2332,"Arachide",2,800
2332,"Mil",2.5,1300
2334,"Mil",2.5,1600
2335,"Arachide",2,800
2335,"Mil",2,1300
2336,"Arachide",2,450
2336,"Mil",2,450
2336,"Sorgho",1,75
2337,"Arachide",5,3000
2337,"Mais",2,500
2337,"Mil",1,250
2337,"Niébé",1,250
2338,"Arachide",1.6,600
2338,"Mil",4.8,3000
2338,"Niébé",0.7,300
2339,"Mil",1,200
2339,"Sésame",1,50
2340,"Arachide",0.9971,800
2340,"Mais",0.2245,150
2340,"Sorgho",0.167,100
2341,"Arachide",1.8,250
2341,"Mil",3,400
2341,"Niébé",0.4,80
2342,"Mais",1,100
2342,"Mil",1,200
2342,"Niébé",1,30
2343,"Arachide",1,450
2343,"Mil",1,500
2343,"Niébé",1,80
2344,"Arachide",1.05,650
2344,"Mil",1,600
2344,"Niébé",1,70
2345,"Arachide",3,1500
2345,"Mil",5,2000
2345,"Sorgho",2,300
2346,"Arachide",0.8,450
2347,"Mil",1,300
2348,"Arachide",5,2000
2348,"Mais",0.5,100
2348,"Mil",4,600
2348,"Sorgho",1.5,150
2349,"Arachide",1,1700
2349,"Mais",1,650
2349,"Riz",1,400
2350,"Riz",2,1600
2351,"Arachide",1,150
2351,"Mil",1,1000
2352,"Riz",16,101052.631578947
2353,"Arachide",2,3000
2353,"Mais",1.5,1500
2353,"Mil",2,1200
2354,"Arachide",1,300
2354,"Mil",1,400
2355,"Arachide",2,900
2355,"Mais",1.5,400
2355,"Mil",2.5,870
2356,"Arachide",4,4500
2356,"Mais",3,200
2357,"Mil",0.5,150
2358,"Riz",5,31578.947368421
2359,"Mais",0.5,150
2360,"Arachide",1,600
2360,"Mais",1.5,1500
2360,"Mil",1.5,1000
2361,"Arachide",1.5,1000
2361,"Riz",2,2145.43196640758
2362,"Arachide",5,200
2362,"Mil",3,800
2362,"Niébé",4,100
2363,"Arachide",3,200
2363,"Mil",2,600
2363,"Niébé",1.5,70
2364,"Riz",0.2,210
2365,"Arachide",2,1800
2365,"Mais",0.5,270
2365,"Mil",1,420
2366,"Arachide",0.8,500
2366,"Mais",0.4,400
2367,"Arachide",4,250
2367,"Mil",5,200
2368,"Mais",2,300
2368,"Mil",2,600
2369,"Arachide",0.5,0
2370,"Mil",3,200
2370,"Niébé",1,100
2371,"Arachide",0.16,100
2371,"Mais",0.21,129.9375
2371,"Sorgho",1.84,1000
2372,"Arachide",2,1300
2372,"Mais",2,200
2372,"Mil",2,300
2372,"Sorgho",1,250
2373,"Arachide",3.8991,3050
2373,"Sorgho",0.5621,300
2374,"Arachide",6.5,4200
2374,"Mais",4,3000
2374,"Mil",5.5,3100
2374,"Sorgho",4,2150
2375,"Arachide",1,850
2375,"Mais",1,950
2375,"Sorgho",2,1550
2376,"Riz",0.5,500
2377,"Arachide",1.122,950
2377,"Mais",3.0842,2500
2377,"Sorgho",1.0627,300
2378,"Arachide",5,3000
2378,"Mais",2,500
2378,"Mil",3,1000
2379,"Arachide",1,500
2379,"Mil",2,700
2379,"Niébé",0.5,300
2380,"Arachide",1,200
2380,"Mil",1.5,200
2381,"Arachide",2,3500
2381,"Riz",1,600
2382,"Arachide",5,1916.66666666667
2382,"Mais",3,400
2382,"Mil",5,1250
2382,"Sorgho",2,200
2383,"Riz",0.75,375
2384,"Riz",1,1750
2385,"Arachide",2,470
2385,"Mais",1,250
2385,"Mil",2,450
2386,"Arachide",1.98,200
2386,"Mais",0.98,392
2386,"Sorgho",0.43,36
2387,"Arachide",1,50
2387,"Mil",2,300
2387,"Niébé",1,50
2388,"Arachide",2,600
2389,"Arachide",1,1300
2389,"Mais",1,446
2389,"Riz",0.5,500
2390,"Arachide",6,1900
2390,"Fonio",3,200
2390,"Mais",3,800
2390,"Mil",4,1500
2390,"Sorgho",4,7500
2391,"Arachide",6,2300
2391,"Mais",2,500
2391,"Mil",4,1000
2391,"Sorgho",1,150
2392,"Mais",2,840
2392,"Mil",2,500
2393,"Arachide",0.75,500
2393,"Fonio",0.5,285
2394,"Arachide",1,400
2394,"Mais",0.5,206
2395,"Arachide",0.5,50
2395,"Bissap",0.5,250
2395,"Mil",0.5,200
2395,"Niébé",0.5,40
2396,"Arachide",4,6000
2396,"Mais",3,1500
2396,"Mil",2,4000
2397,"Arachide",1.75,515
2397,"Mais",0.5,270
2397,"Mil",0.5,200
2397,"Sorgho",1.25,600
2398,"Arachide",5.5638,3440
2398,"Mais",1.7175,1500
2398,"Riz",0.2414,100
2398,"Sorgho",2.069,60
2399,"Arachide",3,700
2399,"Niébé",5.6,2000
2400,"Mais",2.5,700
2400,"Mil",2.5,1500
2400,"Niébé",2,340
2400,"Riz",3,1900
2401,"Arachide",2,910
2401,"Mil",2,300
2402,"Arachide",5,150
2402,"Mil",1,200
2403,"Fonio",1,150
2403,"Mais",3,200
2403,"Mil",1,250
2403,"Riz",2,500
2404,"Arachide",1,0
2404,"Mil",1,300
2405,"Riz",0.3,1050
2406,"Riz",0.7784,750
2407,"Mais",1,900
2408,"Arachide",8,4000
2408,"Mais",1,800
2408,"Mil",10,2300
2408,"Pastèque",2,14667
2409,"Arachide",1,350
2409,"Mil",2,1000
2410,"Mil",1,216
2411,"Arachide",2,600
2411,"Mil",1,500
2412,"Mil",2,500
2412,"Niébé",1,100
2413,"Arachide",3,3000
2413,"Mais",2,1500
2414,"Arachide",1,200
2415,"Arachide",2,250
2415,"Mais",1,150
2415,"Riz",1,355
2415,"Sorgho",1,480
2416,"Mais",1.4159,600
2416,"Sorgho",2.0035,850
2417,"Arachide",0.43,305.420560747663
2417,"Sorgho",0.74,568.550074738416
2418,"Arachide",4,3500
2418,"Mais",1,200
2418,"Mil",3,1000
2419,"Arachide",1.5354,2700
2420,"Chou",0.4,666.666666666667
2421,"Arachide",2,500
2421,"Mil",3,1050
2422,"Sorgho",0.25,80
2423,"Mil",3,1500
2425,"Riz",0.0025,2
2426,"Arachide",1.5,500
2426,"Mil",1,400
2427,"Riz",1,6315.78947368421
2428,"Arachide",0.05,35.5140186915888
2428,"Mais",0.5,400
2428,"Mil",1.28,300
2428,"Sorgho",0.88,500
2429,"Arachide",3,1800
2429,"Mil",3,100
2429,"Sorgho",2,800
2430,"Riz",0.3055,450
2431,"Arachide",1,450
2431,"Mil",2,1200
2431,"Niébé",1,125
2431,"Sésame",1,300
2432,"Arachide",1.1481,600
2432,"Mil",0.9068,100
2432,"Sorgho",0.4986,50
2433,"Arachide",1.0168,600
2433,"Diakhatou",0.3491,400
2433,"Mais",0.5448,300
2433,"Mil",1.2939,900
2434,"Arachide",2,3000
2434,"Mil",2,1500
2435,"Arachide",3,2900
2436,"Arachide",2,400
2436,"Mais",2,1000
2436,"Mil",3,300
2436,"Sorgho",1,40
2437,"Arachide",0.5,325
2437,"Mil",1.5,525
2437,"Niébé",0.5,280
2438,"Arachide",1,250
2439,"Arachide",0.5,200
2439,"Mil",1.3,700
2439,"Niébé",0.3,40
2440,"Arachide",0.75,300
2440,"Mais",0.25,0
2440,"Mil",2,500
2440,"Sorgho",1,100
2441,"Sorgho",5,1500
2442,"Arachide",2,2300
2442,"Mais",1,500
2442,"Mil",4.5,2000
2442,"Sésame",3,150
2443,"Mil",0.3921,205.65645
2444,"Arachide",3,80
2444,"Mais",2,1100
2444,"Mil",2,50
2445,"Arachide",2,300
2446,"Pastèque",0.1,300
2446,"Riz",0.1,114
2447,"Arachide",2,1000
2447,"Mil",2,1000
2447,"Niébé",1,800
2448,"Niébé",1.5,180
2449,"Arachide",1,0
2449,"Niébé",0.5,0
2450,"Arachide",3,1500
2450,"Mil",2,200
2450,"Sorgho",1,150
2451,"Arachide",3,700
2451,"Niébé",2.5,700
2452,"Mil",0.4,250
2453,"Sorgho",0.25,80
2454,"Mais",15,400
2454,"Mil",15,500
2455,"Arachide",3,500
2455,"Mil",1.5,600
2455,"Niébé",1,50
2456,"Mil",2,200
2456,"Niébé",1,0
2457,"Arachide",0.9653,900
2457,"Mais",0.7661,306.44
2457,"Mil",0.2108,78
2457,"Sorgho",0.2182,210
2458,"Arachide",4,1000
2458,"Mil",3,1500
2458,"Niébé",1,200
2459,"Arachide",9,1800
2459,"Mais",1,100
2459,"Mil",4,800
2460,"Arachide",2.0944,2000
2460,"Mil",1.114,1100
2461,"Arachide",3,300
2461,"Mil",1,80
2461,"Niébé",3,0
2462,"Arachide",1.19,300
2462,"Mais",0.26,250
2462,"Sorgho",0.43,206.4
2463,"Arachide",2,1000
2463,"Mil",2,1000
2464,"Bissap",0.084,19
2464,"Tomate",1.3352,963
2465,"Riz",0.5,600
2466,"Sorgho",0.5972,350
2467,"Riz",0.25,450
2468,"Arachide",2.1546,1300
2468,"Mais",0.4446,450
2468,"Sorgho",1.658,800
2469,"Arachide",1,800
2469,"Mil",1,700
2469,"Riz",1,700
2470,"Arachide",3,900
2470,"Mil",2.5,250
2470,"Niébé",1.5,225
2471,"Arachide",2,700
2471,"Mil",2,1100
2472,"Arachide",1.5,150
2472,"Mil",2,50
2473,"Arachide",7,2800
2473,"Mil",7,1800
2473,"Niébé",4,350
2474,"Arachide",6,5000
2474,"Mais",2,400
2474,"Mil",2,1200
2475,"Mais",2,300
2475,"Mil",2,900
2476,"Arachide",3,1500
2476,"Mil",2,500
2476,"Sorgho",1,200
2477,"Arachide",3,400
2477,"Mil",4,300
2477,"Sorgho",1,250
2478,"Mais",0.5,200
2478,"Mil",2,600
2478,"Sorgho",0.5,150
2479,"Arachide",7,4000
2479,"Mil",2,250
2479,"Niébé",2,200
2480,"Arachide",2.3691,150
2480,"Mais",3.559,1100
2481,"Sorgho",0.5,400
2482,"Mais",2,1450
2483,"Niébé",1.5,100
2484,"Riz",0.43,1505
2485,"Riz",0.21348,243.483077208517
2486,"Arachide",0.6154,700
2486,"Mil",1.1004,1200
2487,"Arachide",2,1000
2487,"Mais",1,400
2487,"Mil",2,1000
2487,"Sorgho",1,200
2488,"Mais",0.5,600
2488,"Riz",0.5,458.333333333333
2489,"Riz",0.3,1050
2490,"Mil",0.5,0
2490,"Pastèque",0.12,150
2490,"Riz",0.3,33
2491,"Arachide",2,300
2492,"Bissap",0.2006,70
2492,"Poivron",0.0546,300
2493,"Arachide",0.538181818181818,370
2493,"Mil",1.21875004649162,650
2494,"Mais",0.5,450
2495,"Arachide",1,300
2495,"Niébé",0.5,250
2495,"Pastèque",0.5,1458.75
2496,"Arachide",2,1500
2496,"Mil",2,2500
2497,"Arachide",3,1000
2497,"Mil",3,500
2498,"Mais",0.5,350
2498,"Sorgho",0.3,250
2499,"Arachide",2.5,1200
2499,"Mais",1.5,600
2499,"Mil",0.5,400
2499,"Sorgho",1.5,1000
2500,"Arachide",4,1327
2500,"Mil",2,400
2501,"Mais",4,1800
2501,"Mil",3,1200
2502,"Arachide",2.4,240
2502,"Mais",0.21,100
2502,"Sorgho",0.21,101
2503,"Mil",0.8741,300
2504,"Arachide",1.1,500
2504,"Mil",1.9,500
2505,"Arachide",5,2000
2505,"Mil",2,400
2505,"Sorgho",2,200
2505,"Sésame",1,90
2506,"Arachide",0.3,50
2506,"Mil",0.5,150
2507,"Arachide",5.75,3100
2507,"Mais",4.5,3900
2508,"Arachide",3,2500
2508,"Mil",3,1200
2509,"Pastèque",1.25835,3565.7673625
2510,"Arachide",2,2000
2510,"Mais",2,1000
2510,"Mil",3,3000
2510,"Riz",2,2000
2511,"Mil",0.1,50
2512,"Arachide",1,120
2512,"Niébé",0.5,17
2513,"Arachide",1,500
2513,"Bissap",0.5,50
2513,"Mil",1,350
2513,"Niébé",0.5,75
2514,"Arachide",4,7000
2514,"Mil",3,3500
2515,"Arachide",0.5,450
2515,"Mil",0.3,100
2516,"Arachide",6,2000
2516,"Mais",3,2000
2517,"Riz",1.25,2500
2518,"Arachide",1.75,750
2518,"Mais",1.25,600
2518,"Mil",1.75,1200
2519,"Riz",0.25,225
2520,"Arachide",2,2000
2520,"Mil",2,1000
2521,"Arachide",0.2128,300
2521,"Mais",1.0891,500
2521,"Sorgho",0.5928,300
2522,"Arachide",1,300
2522,"Mil",0.5,20
2522,"Niébé",1.5,225
2523,"Arachide",4,350
2523,"Mais",3,1200
2523,"Mil",3,250
2523,"Sorgho",3,500
2524,"Arachide",0.005,3
2524,"Mais",0.005,2
2524,"Riz",1,500
2525,"Arachide",2,700
2525,"Mil",1.5,350
2526,"Arachide",2.8,450
2526,"Mil",1,60
2527,"Mil",2,500
2528,"Arachide",0.5,25
2528,"Mil",1,150
2529,"Arachide",0.5,100
2529,"Mil",1,500
2529,"Niébé",0.5,20
2530,"Arachide",0.3,300
2530,"Mil",0.6,600
2530,"Niébé",0.4,100
2531,"Niébé",0.005,1
2532,"Mais",0.3,134
2532,"Riz",2.5,2000
2533,"Arachide",2,500
2533,"Mil",2,400
2534,"Arachide",1,600
2534,"Mil",5,900
2534,"Niébé",5,800
2535,"Arachide",1.5,250
2535,"Mil",2,500
2535,"Niébé",0.5,170
2537,"Mais",0.2914,100
2538,"Arachide",3,400
2538,"Mil",2,600
2538,"Niébé",1,95
2538,"Pastèque",1,200
2539,"Arachide",3,200
2539,"Mil",2,250
2539,"Niébé",4,300
2540,"Niébé",0.0625,5
2541,"Arachide",1,350
2541,"Mil",2,700
2541,"Niébé",0.5,20
2541,"Sorgho",1.5,300
2542,"Riz",0.5,1750
2543,"Arachide",3,300
2543,"Mais",2,200
2544,"Mil",5,1000
2545,"Sorgho",1.25,605
2546,"Riz",0.4,2526.31578947368
2547,"Arachide",2,750
2547,"Mil",1,400
2548,"Arachide",1.5,500
2548,"Mil",1.5,600
2548,"Niébé",1,400
2549,"Mais",1.5,450
2549,"Sorgho",1.5,400
2550,"Arachide",3,350
2550,"Mil",3,300
2550,"Niébé",2,200
2551,"Arachide",6,3000
2551,"Mais",1,50
2551,"Mil",6,1200
2551,"Niébé",0.5,50
2551,"Sorgho",1,500
2553,"Mais",0.4,600
2553,"Riz",0.6,350
2554,"Arachide",5,1500
2554,"Mil",3,1300
2554,"Niébé",1,150
2555,"Arachide",3,1440
2555,"Mil",1,150
2556,"Mais",4,550
2556,"Mil",2,600
2557,"Arachide",4,1000
2557,"Mil",4,100
2557,"Niébé",1,30
2558,"Arachide",0.5,400
2558,"Sorgho",1,800
2559,"Niébé",1,159
2560,"Arachide",3.8711,4500
2560,"Mais",1.4182,0
2560,"Sorgho",1.5846,200
2561,"Arachide",1,1500
2561,"Mais",1,158
2561,"Mil",1,1200
2561,"Sorgho",1,200
2562,"Mais",0.15,200
2563,"Manioc",1.5,6000
2563,"Niébé",0.5,200
2564,"Arachide",2,1400
2564,"Mil",2,1500
2565,"Arachide",1,800
2565,"Mil",1,800
2565,"Niébé",1,120
2566,"Arachide",1,50
2566,"Niébé",1,150
2567,"Arachide",1,331.775
2568,"Arachide",4,1200
2568,"Bissap",0.006,1
2568,"Mil",7,800
2568,"Niébé",7,400
2569,"Arachide",2,500
2569,"Mais",1,900
2569,"Mil",1.5,300
2570,"Arachide",2.5,0
2570,"Mil",2.5,100
2570,"Niébé",0.5,60
2571,"Mais",2,300
2571,"Mil",2,700
2572,"Arachide",4,1200
2572,"Mil",3,600
2573,"Arachide",3,650
2573,"Mais",1,100
2573,"Mil",2,500
2574,"Arachide",1,300
2574,"Mil",1,600
2574,"Niébé",1,400
2575,"Arachide",1,800
2575,"Mais",1.5,720
2575,"Mil",1.5,500
2576,"Arachide",4,980
2576,"Mil",8,1200
2576,"Niébé",2,700
2577,"Mais",1.5,100
2577,"Mil",2,800
2577,"Niébé",1,95
2577,"Sorgho",1,200
2578,"Arachide",1.25,1600
2578,"Mais",1,1600
2578,"Sorgho",0.75,650
2579,"Arachide",2,800
2579,"Riz",1,500
2579,"Sésame",1,300
2580,"Arachide",5,4000
2580,"Mais",3,400
2581,"Mil",1,100
2582,"Arachide",0.09,90
2582,"Riz",0.1,150
2583,"Arachide",2,3550
2583,"Mais",0.5,400
2583,"Mil",1,850
2584,"Riz",1,900
2585,"Mil",2,600
2586,"Arachide",3,900
2586,"Mil",1,0
2586,"Niébé",2,0
2587,"Mais",0.5,250
2587,"Riz",0.5,250
2588,"Arachide",0.9,500
2588,"Mil",1.5,1080
2589,"Arachide",3,500
2589,"Mil",2,400
2590,"Arachide",1,600
2590,"Mais",0.5,500
2590,"Mil",1,800
2590,"Pastèque",0.5,5000
2591,"Mais",1.25,975
2591,"Riz",0.5,450
2592,"Mais",0.75,650
2592,"Riz",0.75,500
2593,"Arachide",1.5,650
2593,"Bissap",1,70
2593,"Mais",1,250
2593,"Mil",2,600
2593,"Niébé",1.5,150
2593,"Pastèque",1,7333.5
2594,"Mais",2,360
2595,"Mil",3,500
2596,"Arachide",11,6100
2596,"Mais",9,4500
2596,"Mil",7,2800
2597,"Riz",0.5,3157.8947368421
2598,"Mais",0.4588,400
2598,"Mil",0.8281,600
2599,"Mil",0.25,50
2599,"Sorgho",0.5,125
2600,"Arachide",4.225,4200
2600,"Sorgho",3.2395,2500
2601,"Mil",2.5,400
2602,"Mais",1,300
2602,"Mil",1,400
2603,"Arachide",2,1500
2603,"Mil",2,1200
2603,"Niébé",1,100
2604,"Arachide",1.5,700
2604,"Mais",1,500
2604,"Mil",1,500
2604,"Niébé",0.5,0
2605,"Arachide",2,1800
2605,"Mais",2,1300
2605,"Mil",2,1900
2605,"Niébé",2,1000
2605,"Sorgho",2,1500
2606,"Arachide",1,200
2606,"Mil",1,400
2606,"Niébé",1,100
2607,"Arachide",9,2700
2607,"Mais",5,2800
2607,"Mil",4,1600
2608,"Arachide",1,2000
2608,"Bissap",1,50
2608,"Mais",1,600
2608,"Mil",1,800
2608,"Sorgho",1,50
2609,"Riz",0.30451,347.30668840531
2610,"Arachide",0.5,750
2610,"Riz",0.4,400
2611,"Mais",1,970
2611,"Patate douce",1,5300
2611,"Riz",1,700
2612,"Arachide",5.1924,2000
2613,"Arachide",2,600
2613,"Mil",1,700
2613,"Niébé",1,500
2614,"Arachide",1,1250
2614,"Mais",0.5,70
2614,"Riz",0.25,120
2615,"Bissap",0.5,125
2616,"Riz",2,1300
2616,"Sorgho",1.5,260
2617,"Riz",0.43,2715.78947368421
2618,"Mil",1,525
2619,"Mais",0.8868,400
2620,"Arachide",0.5,750
2620,"Pastèque",1,4000
2620,"Riz",0.5,450
2621,"Arachide",1,200
2621,"Mais",1,50
2621,"Mil",2,200
2622,"Mais",1,1000
2622,"Sorgho",0.4364,400
2623,"Arachide",9,6400
2623,"Mais",1,200
2623,"Mil",5,2000
2623,"Sorgho",3,1500
2624,"Arachide",0.904522557580225,300
2624,"Mil",0.5,100
2624,"Sorgho",0.333333333333333,50
2625,"Arachide",1.5,300
2625,"Mil",2.5,400
2625,"Niébé",0.5,20
2626,"Arachide",7,1600
2626,"Mais",1,50
2626,"Mil",1,500
2626,"Sorgho",1,70
2628,"Mais",0.03,50
2628,"Riz",0.41,600
2629,"Mil",0.5,90
2630,"Arachide",1,500
2630,"Mais",1,200
2630,"Mil",4,400
2630,"Niébé",1,50
2631,"Niébé",1.5,150
2632,"Arachide",11,500
2632,"Niébé",11,800
2633,"Arachide",1,500
2633,"Mais",1,350
2633,"Mil",2,770
2634,"Arachide",2,2500
2634,"Mais",1,600
2634,"Mil",2,3500
2634,"Niébé",1,500
2635,"Arachide",5,5000
2635,"Mais",3,400
2635,"Mil",3,800
2635,"Niébé",2,100
2636,"Arachide",1.25,1100
2636,"Mais",1,1500
2637,"Arachide",3,1200
2637,"Mil",3,1200
2638,"Arachide",2,0
2638,"Bissap",0.5,100
2638,"Niébé",0.5,300
2639,"Arachide",1,600
2639,"Mil",1,500
2639,"Niébé",1,70
2640,"Arachide",1,700
2640,"Mais",0.5,400
2640,"Mil",1,1000
2641,"Arachide",0.6,500
2641,"Patates",0.4,500
2641,"Riz",1,850
2642,"Arachide",1,100
2642,"Mil",2,300
2643,"Arachide",0.8,750
2643,"Riz",0.4,150
2644,"Niébé",0.6,40
2645,"Arachide",3,2500
2645,"Mil",1,1250
2645,"Niébé",7,450
2646,"Mais",0.25,100
2646,"Mil",1,200
2647,"Arachide",0.7,350
2647,"Mil",1,165
2647,"Niébé",0.3,61
2648,"Mil",1,300
2649,"Arachide",1,1000
2649,"Mais",2,2200
2650,"Arachide",7,3450
2650,"Niébé",6,1500
2650,"Pastèque",3,2500
2651,"Arachide",1,600
2651,"Mil",1,150
2651,"Riz",0.5,100
2652,"Mais",0.3007,50
2652,"Mil",0.6196,250
2653,"Arachide",2,600
2653,"Mil",3,1000
2653,"Niébé",0.5,75
2654,"Arachide",4,1500
2654,"Mil",4,0
2655,"Arachide",2,1200
2655,"Bissap",2,1000
2655,"Mais",0.5,100
2655,"Mil",2,1000
2655,"Niébé",1.5,200
2655,"Sorgho",2,1200
2655,"Tomate",1,500
2656,"Niébé",0.5,200
2657,"Arachide",2,2000
2657,"Mil",2,700
2658,"Arachide",0.8981,350
2658,"Mais",0.7391,650
2659,"Sorgho",0.25,100
2660,"Arachide",8,300
2660,"Mil",4,600
2660,"Niébé",0.75,50
2660,"Pastèque",3,8501.25
2661,"Arachide",2,0
2661,"Mais",1,50
2661,"Niébé",1,40
2662,"Arachide",1,950
2662,"Mais",1,200
2662,"Riz",1,800
2663,"Arachide",0.6,600
2664,"Arachide",3,150
2664,"Mil",3,1850
2664,"Niébé",1,100
2664,"Sorgho",1,120
2665,"Arachide",2,400
2665,"Mil",1,400
2666,"Sorgho",0.5,150
2667,"Arachide",1,200
2667,"Mil",1.5,800
2667,"Niébé",0.5,35
2668,"Arachide",3,100
2668,"Mil",2,1200
2669,"Niébé",0.9,0
2670,"Arachide",2.02,560
2670,"Mais",0.87,400
2670,"Sorgho",3.52,3200
2671,"Arachide",2,600
2671,"Mais",2,800
2671,"Mil",3,900
2672,"Arachide",0.5,200
2672,"Mil",2,2000
2672,"Niébé",0.5,90
2672,"Sorgho",0.5,100
2673,"Mais",1.5,2005
2673,"Riz",0.5,600
2674,"Arachide",2,980
2674,"Mil",3,2500
2674,"Piment",1,75
2674,"Riz",1,250
2675,"Arachide",5,3000
2675,"Mais",3,1000
2675,"Mil",4,2000
2675,"Pastèque",2,20000
2676,"Mil",2,500
2676,"Niébé",0.5,150
2677,"Arachide",7,3000
2677,"Mil",4,4000
2677,"Niébé",5,4000
2678,"Arachide",3,1000
2678,"Mais",2,300
2678,"Riz",0.5,100
2678,"Sorgho",1,250
2679,"Arachide",2,400
2679,"Mil",1,200
2680,"Arachide",2,1500
2680,"Mais",2,230
2680,"Mil",2,890
2680,"Riz",2,900
2680,"Sésame",2,400
2681,"Arachide",2,800
2681,"Mil",2,1300
2682,"Arachide",1,50
2682,"Mil",1,0
2682,"Niébé",1,0
2683,"Mais",0.0025,2
2683,"Mil",0.002,1
2683,"Riz",0.0025,2
2684,"Arachide",1.5,400
2684,"Coton",0.5,150
2684,"Mais",0.75,400
2684,"Sorgho",0.75,435
2685,"Arachide",1.2895,600
2685,"Mais",0.287,60
2685,"Riz",0.1367,65
2685,"Sorgho",0.3333,140
2686,"Arachide",2,2000
2686,"Mais",1,800
2686,"Mil",2,350
2687,"Mil",2,1800
2688,"Niébé",0.5,200
2689,"Arachide",2,450
2690,"Riz",3.4,500
2691,"Mil",1,200
2692,"Riz",1.5,1800
2692,"Sésame",0.5,120
2693,"Mais",0.5,250
2694,"Arachide",0.1574,135
2694,"Mais",0.5209,215
2695,"Sorgho",4,2000
2696,"Arachide",3,1500
2696,"Mil",3,500
2696,"Niébé",3,150
2697,"Arachide",5,1150
2697,"Mil",0.9872,600
2697,"Sorgho",0.2181,87.24
2698,"Arachide",2,2000
2698,"Niébé",1,50
2698,"Pastèque",1,1000
2698,"Riz",2,300
2699,"Arachide",1,300
2699,"Gombo",1,400
2699,"Mais",2,800
2699,"Mil",1.5,500
2699,"Niébé",0.5,20
2699,"Riz",1,200
2699,"Sorgho",1,150
2700,"Arachide",2,1000
2700,"Mil",1.5,1000
2701,"Arachide",1,400
2701,"Mais",1,130
2701,"Mil",1,200
2702,"Sorgho",0.5,21
2703,"Riz",1.3,400
2704,"Mais",1.2743,600
2704,"Sorgho",1.2743,650
2705,"Arachide",1,950
2705,"Mais",2,1500
